Date,Time,Location,Operator,Flight No,Route,AC Type,Registration,CN / LM,Aboard,Fatalities,Ground,Summary,Latitude,Longitude
"December 07, 1987",16:16,"San Luis Obispo, California",Pacific Southwest Airlines,1771,Los Angeles - San Fransisco,British Aerospace BAe-146-200A,N350PS,E-2027,43,43,0,"A fired USAir employee, David Burke, after leaving a goodbye message to friends, shot both pilots with a .44 Magnum pistol. While the aircraft was cruising at 22,000 feet over the central California coast, the cockpit crew heard two shots in the passenger cabin and radioed a frantic message to air traffic controllers: ""There’s gunfire aboard."" Moments later, the plane entered a high-speed nosedive and smashed onto the ground at 700 mph at 5,000 g's . Investigators sifting through the wreckage were able to retrieve the plane’s cockpit voice recorder, which subsequently revealed the sounds of a commotion in the cockpit, three more shots, the groan of the pilot or co-pilot, and then a final shot.",35.2827524,-120.6596156
"December 07, 1988",19:33,"Kodinsk, Russia",Aeroflot,?,Krasnoyarsk - Kodinsk,Let 410UVP,CCCP-67127,790323,14,6,0,The aircraft struck the ground while the crew was in the base leg turn. Crew procedural errors. The radio altimeter warning was not set and the outer marker was not used during the approach.,58.60767269999999,99.1779092
"December 07, 1995",05:20,"Near Grossevichi, Russia",Far East Aviation,3949,Yushno - Khabarovk,Tupolev TU-154B,RA-85164,76A-0164,98,98,0,"The aircraft crashed into mountainous terrain while en route. Crew error. Fuel-feed selected from wing tanks on one side only, causing an imbalance and banking to the right. The autopilot was able to counteract the imbalance for approximately 35 minutes into the flight.",47.981556,139.541809
"December 07, 1996",15:23,"Banjarmasin, Indonesia",Dirgantara Air Services,?,Banjarmasin - Sampit,CASA 212 Aviocar 100,PK-VSO,152/26N,17,16,2,"After experiencing a No.2 engine fire and while attempting to return to the airport, the aircraft's wing struck a building short of the runway.",-3.3186067,114.5943784
"December 07, 1998",11:13,"Baie-Comeau, Canada",Air Satellite,?,Point-Lebel - Rimouski,Britten-Norman Trislander,C-FCVK,2028,10,7,0,"The aircraft crashed into the St. Lawrence River in shallow water, 2km from the runway after taking off from Point-Lebel.",49.2212971,-68.1503944
"December 07, 1999",09:25,"Near Bayombang, Philippines",Asian Spirit,?,Manila - Cauayan,Let 410UVP,RP-C-3883,851429,17,17,0,The aircraft apparently flew into a mountainside towards the end of a flight from Manila to Cauayan in rain and poor visibility.,16.4804228,121.1481284
"December 07, 1999",13:00,"Bethel, Alaska",Air Taxi - Grant Aviation Inc.,?,?,Cessna 207,N1747U,20700347,6,6,0,"Crashed 49 miles from the departure airport. The pilot's continued VFR flight into instrument meteorological conditions. Factors associated with the accident were low ceilings, fog, and snow-covered terrain.",60.7922222,-161.7558333
"December 07, 2004",10:45,"Near La Macarena, Colombia",SAVIARE S.A. - Air Taxi,?,?,Cessna TU206G,HK-2882,?,6,6,0,Destroyed upon impact with terrain. Visual meteorological conditions prevailed for the flight for which a visual flight rules (VFR) flight plan was filed.,2.181718,-73.78645
"December 07, 2011",16:45,"Near Henderson, Nevada",Sundance Helicopters Inc.,?,Sightseeing,Aerospatiale AS-350 B2 Ecureuil,N37SH,2300,5,5,0,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable.",36.0395247,-114.9817213
"December 08, 1934",05:30,"Columbia, Missouri",Braniff Airlines,?,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,NC106W,?,1,1,0,The mail plane crashed to the ground from a low altitude. Icing.,38.9517053,-92.3340724
"December 08, 1937",?,"Saint Sauveur, France",Air France,?,?,Potez 621,F-AOTZ,4213,7,2,0,Crashed in poor weather conditions.,43.74980499999999,1.400246
"December 08, 1938",?,"Off Kubashima, Japan",Japan Aviation Corporation,?,?,Nakajima DC-2,?,?,12,10,0,Crashed into the sea near Okinawa due to engine failure.
"December 08, 1938",c 09:00,East China Sea,Japan Aviation Corporation,?,Fukuoka - Taihoku,Nakajima A-T2,J-BDOH,?,15,10,0,Crashed into the ocean after experiencing engine failure.,30.3953462,125.9152074
"December 08, 1945",?,"Near Billings, Montana",Military - U.S. Army,?,"Newark, N.J. - Seattle, WA",Douglas C-47,?,?,21,17,0,Crashed into a field after hitting trees while attempting to land in a snowstorm.,45.7832856,-108.5006904
"December 08, 1950",?,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,?,?,Douglas C-54A,F-BELB,3084,56,46,0,Crashed into a mountain in the Pyrenees 5 minutes after takeoff. Crew error. Excessive low rate of climb at night in an unknown region and premature change of heading.,4.3946735,18.5581899
"December 08, 1950",?,"Ruig Piner, France",Air Atlas,?,Casablanca - Perpignan,Douglas DC-3,F-BAXY,16100/32848,7,5,0,Flew into a mountain in the Pyrenees.
"December 08, 1956",06:47,"Caqueta, Colombia",AIDA,?,Bogota - Medellin - Quibdo,Consolidated PBY-5A Catalina,HK-133,?,16,14,0,"The starboard engine failed shortly after takoff and  the plane crash into Quetame Hill, 25km northwest of Santa Cecilia  Airport. Complete failure of the starboard engine due to the breakdown of the lubricating system. Recklessness of the pilot in taking off from a closed airport while aware of the poor weather conditions. The aircraft was also overloaded.",0.869892,-73.8419063
"December 08, 1957",16:45,"Bolivar, Argentina",Aerolineas Argentinas,?,Buenos Aires - San Carlos,Douglas DC-4,LV-AHZ,27227,61,61,0,The plane crashed during a storm. Left wing detached in extreme turbulence. The pilot descending on a track well below the minimum safety flight altitude established for this type of operation. The absence in the flight plan of a forecast showing the intensity of the meteorological phenomena encountered. Inadequate operational dispatch of the aircraft.,-36.231159,-61.12060200000001
"December 08, 1959",16:57Z,"Off Cartagena, Colombia",Sociedad Aeronautica Medellin,?,San Andres Island - Cartagena,Curtiss C-46A,HK-515,26941,45,45,0,Disappeared en route. Right landing gear found on Moron Island.  Cause undetermined.,10.3910485,-75.4794257
"December 08, 1963",20:59,"Elkton, Maryland",Pan American World Airways,214,Washington - Baltimore - Philadelphia,Boeing B-707-121,N709PA,17588/3,81,81,0,"The airliner was on a flight from Baltimore to Philadelphia. The aircraft was in a holding pattern along with 5 other planes when the control tower received a Mayday message. The plane was seen going down in flames and crashed 10 miles southwest of New Castle, Delaware. The aircraft was struck by lightning.  Lightning induced ignition of fuel tank vapors. Within two weeks after the accident, the FAA ordered lightning discharge wicks to be installed on all commercial jet airliners. The aircraft was named Clipper Tradewind.",39.60677889999999,-75.83327179999999
"December 08, 1964",10:48,"Tripuani, Bolivia",Aerolineas Abaroa,?,Tipuani - La Paz,Douglas DC-3,CP-639,7375,17,17,0,The plane crashed in the Andes Mountains after an explosion blew off the tail of the aircraft. Detonation of a bomb in the tail section of the passenger cabin. A suicide-for-insurance plot was suspected.,-15.5641036,-68.0188096
"December 08, 1967",?,"Carpich Huanuco Mt., Peru",Faucett,?,Huanuco - Tingo Maria,Douglas DC-C-54A,OB-R-148,10284,72,72,0,"The plane flew into 10,500 ft. Carpish Mountain,30 miles from Tingo Maria."
"December 08, 1968",10:55,"Wolf Creek, Montana",Northwest Moon - Air Taxi,?,?,Aero Commander 560-F,N6257X,?,3,3,0,Crashed while en route. Pilot flew into icing conditions and turbulence.  Continued VFR flight into adverse weather conditions.,47.006054,-112.0691697
"December 08, 1969",20:46,"Near Keratea, Greece",Olympic Airways,?,Chania - Athens,Douglas DC-6B,SX-DAE,45540/1016,90,90,0,"The aircraft crashed into Mt. Pan, 25 miles SW of Athens while preparing to land. The flight crew deviated from the proper track and descended below the minimum safe altitude during approach.",37.8071796,23.9763412
"December 08, 1972",14:28,"Midway Airport, Chicago, Illinois",United Air Lines,553,Washington - Chicago,Boeing B-737-222,N9031U,19069/75,61,43,2,"The aircraft crashed while making a nonprecision instrument approach to Runway 31L. The accident occurred in a residential area approximately 1.5 miles southeast of the approach end of Runway 31L. Upon reaching mimimum descent altitude, the pilot raised the nose of the aircraft to stop the descent. The stall warning horn sounded and continued to sound until the plane crashed 17 seconds later. The aircraft was destroyed by impact and subsequent fire. The captain's failure to exercise positive flight management during the execution of a non-precision approach, which culminated in a critical deterioration of airspeed resulting in a stall from which level flight could no longer be maintained. U.S. Representative from Illinois George Collins killed. Wife of  Watergates E. Howard Hunt, Dorothy Hunt, also killed.",41.7864626,-87.7387943
"December 08, 1972",?,"Near Rawalpindi, Pakistan",Pakistan International Airlines,631,Gilgit - Rawalpindi,Fokker F-27 Friendship 400,AP-AUS,10314,26,26,0,Crashed into hilly area in poor weather conditions.,33.598394,73.0441352
"December 08, 1977",12:00,"Intracostal City, Louisiana",Petroleum Helicopter,?,?,SNIAS SA330J,N4730S,?,19,17,0,Collided with cable crane. Crane operator failed to park crane boom in stowed position.,29.7843773,-92.15623860000001
"December 08, 1987",?,"Kanabea, Papua New Guinea",Talair,?,?,Britten-Norman BN-2A-2 Islander,P2-MIB,217,4,1,0,Crashed on takeoff.
"December 08, 1987",?,"Off Lima, Peru",Military - Peruvian Naval Aviation,?,Pucallpa - Lima,Fokker F-27 Friendship 400M,AE-560,10548,43,42,0,The plane was observed during a fly-by to check that the landing gear was down. After attempting another approach the aircraft crashed into the sea. All members of the Alianza Lima soccer team killed. The pilots' lack of experience flying at night and misreading the manual for procedures in emergency situations.,-12.1318439,-76.97902789999999
"December 08, 1988",?,"Bîr Mogreïn, Mauritania",T & G Aviation,?,Dakar - Agadir,Douglas DC-7CF,N284,45203/776,5,5,0,Accidently struck by a surface-to-air missile by the Polisario.,25.2322352,-11.5788103
"December 08, 1995",18:00,"Near Belle Anse, Haiti",Air St. Martin,?,Cayenne - Port-au-Prince,Beechcraft 1900D,F-OHRK,UE-119,20,20,0,"Deviated off course and struck a mountain at 5,000 ft. The plane was flying illegal Haitian immigrants back from Cayenne.",18.2382167,-72.0690372
"December 08, 2005",19:15,"Chicago, Illinois",Southwest Airlines,1248,"Baltimore, Maryland - Chicago, Illinois - Las Vegas, Nevada",Boeing B-737-7H4,N471WN,32471/1535,103,0,1,"The jetliner slid off Runway 13C at Chicago's Midway Airport, went through an airport boundary fence and crashed into two vehicles at a nearby intersection, killing a young 6- year-old boy. Heavy snow was falling at the time of the accident. The plane had circled the airport for 30 to 35 minutes before attempting to land. The pilots' failure to use available reverse thrust in a timely manner to safely slow or stop the airplane after landing, which resulted in a runway overrun. This failure occurred because the pilots' first experience and lack of familiarity with the airplane's autobrake system distracted them from thrust reverser usage during the challenging landing. Contributing to the accident were Southwest Airline's 1) failure to provide its pilots with clear and consistent guidance and training regarding company policies and procedures related to arrival landing distance calculations; 2) programming and design of its onboard performance computer, which did not present inherent assumptions in the program critical to pilot decision making; 3) plan to implement new autobrake procedures without a familiarization period; and 4) failure to include a margin of safety in the arrival assessment to account for operational uncertainties. Also contributing to the accident was the pilots' failure to divert to another airport given reports that included poor braking action and a tailwind component greater than 5 knots. Contributing to the severity of the accident was the absence of an engineering materials arresting system, which was needed because of the limited runway safety area beyond the departure end of runway 31C.",41.8781136,-87.6297982
"December 09, 1930",?,"Shanghai, China",China National Aviation Corporation,?,Shanghai - Hankow,Loening C-W Air Yaht,?,?,6,4,0,"The lower right wing of the aircraft hit the mast of  a river boat and the plane flipped over on its back and  crashed onto a river bank. The aircraft was named ""Shanghai"".",31.230416,121.473701
"December 09, 1931",?,Off Algiers,Aeropostale,?,Marseille - Algiers,CAMS 56,F-AIOX,3,2,2,0,The crew crashed into the sea after a hydraulic failure and fire.,35.1338437,-106.5150677
"December 09, 1936",10:30,"Croydon, England",KLM Royal Dutch Airlines,?,Croydon - Amsterdam,Douglas DC-2-115E,PH-AKL,1358,17,15,0,The aircraft crashed into houses while attempting to take off in heavy fog. A stewardess and the radio operator survived. Aircraft designer Juan de la Cierva killed. Pilot error. Piilot did not maintain directional control of the aircraft and abort the takeoff,51.376165,-0.098234
"December 09, 1938",11:20,"Amsterdam, Netherlands",KLM Royal Dutch Airlines,?,Instructional Flight,Lockheed 14-WF62 Super Electra,PH-APE,1413,4,4,0,Struck a dyke near Schiphol Airport and caught fire while taking off.,52.3702157,4.895167900000001
"December 09, 1949",?,"Near Lanchow, China",Civil Air Transport,?,?,Curtiss C-46D-CU,XT-820,22354,38,38,0,Crashed while en route.,36.061089,103.834304
"December 09, 1955",12:07,"Khabarovsk Territory, Russia",Aeroflot,976,Yuzhno-Sakhalinsk - Khabarovsk,Li-2,L4993,23443306,21,21,0,Flew into a mountain wave while en route.,50.5888431,135
"December 09, 1956",c 19:15,"Near Chilliwack, British Columbia, Canada",Trans Canada Air Lines,810-9,Vancouver - Toronto,Canadair DC-4M-2 Northstar,CF-TFD,128,62,62,0,"The aircraft departed Vancouver en route to Calgary. Some 50 minutes later the pilot reported a fire in the No. 2 engine and was turning back. While flying under the power of 3 engines, the aircraft encountered severe icing, turbulence or other difficulty which led to the loss of control by the crew. It could not be determined why the aircraft was 12 miles south of the assigned airway. The plane crashed high into Mount Slesse. The bodies and wreckage were not found until 05/10/1957 and the wreckage still remains at the site which is now a memorial.",49.1579401,-121.9514666
